index_date,ipca_monthly_percentage_forecast
2021-11-01,0.9507751164456892
2021-12-01,0.7723171301956576
2022-01-01,0.6658846287334722
2022-02-01,0.6024081903541497
2022-03-01,0.564550786140499
2022-04-01,0.5419725966518052
2022-05-01,0.5285069443923313
2022-06-01,0.5204760174278874
2022-07-01,0.5156863654551911
2022-08-01,0.5128298127656794
